"","x","y","signal","voltage","nAppearance"
"33032",155,97,3800,0.88,1
"33033",155,98,3799,0.88,1
"33034",65,108,522,0.88,2
"33035",151,112,1258,0.88,1
"33036",159,112,8195,0.88,1
"33037",160,112,8193,0.88,1
"33038",159,113,8198,0.88,1
"33039",160,113,8193,0.88,1
"33040",69,131,9642,0.88,1
"33041",69,132,9638,0.88,1
"33042",94,134,93,0.88,1
"33043",95,134,93,0.88,1
"33044",94,135,86,0.88,1
"33045",55,141,8236,0.88,1
"33046",76,150,7884,0.88,1
"33047",77,150,7886,0.88,1
"33048",131,157,4981,0.88,3
"33049",131,158,4985,0.88,10
"33050",152,168,298,0.88,1
"33051",143,184,8259,0.88,1
"33052",143,185,8269,0.88,1
"33053",144,185,8265,0.88,1
"33054",129,190,2923,0.88,2
"33055",143,200,3169,0.88,1
"33056",113,77,2443,0.88,1
"33057",108,79,3953,0.88,1
"33058",121,79,4404,0.88,2
"33059",69,91,5282,0.88,1
"33060",107,92,1102,0.88,1
"33061",107,93,1101,0.88,1
"33062",120,99,3962,0.88,1
"33063",128,106,9127,0.88,1
"33064",115,111,1105,0.88,1
"33065",131,112,9826,0.88,1
"33066",117,116,671,0.88,2
"33067",179,131,8586,0.88,1
"33068",129,132,1952,0.88,1
"33069",130,132,1953,0.88,1
"33070",109,145,3454,0.88,1
"33071",132,158,4988,0.88,20
"33072",132,159,4978,0.88,14
"33073",51,175,1597,0.88,1
"33074",105,177,9201,0.88,2
"33075",98,186,7243,0.88,1
"33076",122,188,4876,0.88,1
"33077",107,71,5111,0.88,1
"33078",121,99,6814,0.88,1
"33079",122,99,6816,0.88,1
"33080",101,102,7778,0.88,1
"33081",65,103,5287,0.88,1
"33082",66,103,5280,0.88,1
"33083",131,104,2434,0.88,2
"33084",132,104,2435,0.88,1
"33085",107,109,4558,0.88,1
"33086",108,109,4563,0.88,2
"33087",165,110,778,0.88,1
"33088",166,110,774,0.88,1
"33089",165,111,772,0.88,1
"33090",114,112,7346,0.88,1
"33091",114,113,7345,0.88,1
"33092",153,128,8206,0.88,2
"33093",153,129,8209,0.88,2
"33094",154,129,8208,0.88,1
"33095",55,133,7703,0.88,1
"33096",56,133,7703,0.88,1
"33097",97,134,2859,0.88,1
"33098",95,136,6641,0.88,1
"33099",138,143,1361,0.88,2
"33100",149,148,5471,0.88,1
"33101",154,154,559,0.88,1
"33102",132,158,4987,0.88,19
"33103",109,163,4983,0.88,2
"33104",109,164,4987,0.88,2
"33105",110,164,4982,0.88,1
"33106",148,174,2481,0.88,2
"33107",171,178,3135,0.88,2
"33108",141,179,2482,0.88,1
"33109",142,179,2480,0.88,2
"33110",141,180,2479,0.88,2
"33111",77,183,583,0.88,1
"33112",153,183,3304,0.88,1
"33113",154,183,3300,0.88,1
"33114",153,184,3300,0.88,1
"33115",164,187,9678,0.88,1
"33116",157,190,2327,0.88,1
"33117",168,193,8432,0.88,1
"33118",125,209,3109,0.88,1
"33119",97,90,5534,0.88,1
"33120",98,90,5537,0.88,1
"33121",97,91,5535,0.88,1
"33122",98,91,5537,0.88,1
"33123",99,91,4015,0.88,1
"33124",99,92,4017,0.88,1
"33125",111,93,4014,0.88,1
"33126",103,96,1043,0.88,1
"33127",103,97,1043,0.88,1
"33128",149,99,7242,0.88,1
"33129",149,100,7244,0.88,1
"33130",76,104,5590,0.88,1
"33131",68,106,9488,0.88,2
"33132",94,109,606,0.88,2
"33133",150,112,2810,0.88,1
"33134",150,113,2809,0.88,1
"33135",164,114,258,0.88,1
"33136",164,115,262,0.88,1
"33137",65,119,9234,0.88,1
"33138",111,120,9096,0.88,1
"33139",137,120,2650,0.88,1
"33140",65,121,4552,0.88,1
"33141",66,121,4549,0.88,1
"33142",137,121,2652,0.88,1
"33143",65,122,4543,0.88,1
"33144",69,128,5503,0.88,1
"33145",69,129,5507,0.88,1
"33146",70,129,5504,0.88,1
"33147",69,143,5738,0.88,1
"33148",70,143,5745,0.88,1
"33149",101,147,4986,0.88,1
"33150",102,147,4987,0.88,2
"33151",152,147,1913,0.88,1
"33152",61,164,4925,0.88,1
"33153",135,179,7308,0.88,1
"33154",96,193,6662,0.88,1
"33155",126,194,4737,0.88,1
"33156",123,211,9008,0.88,1
"33157",78,88,510,0.88,2
"33158",98,105,183,0.88,1
"33159",128,108,1740,0.88,1
"33160",135,118,5304,0.88,2
"33161",135,119,5311,0.88,1
"33162",136,119,5306,0.88,1
"33163",104,125,4981,0.88,2
"33164",152,125,1763,0.88,1
"33165",152,126,1765,0.88,2
"33166",172,133,8579,0.88,1
"33167",95,148,4074,0.88,1
"33168",96,148,4073,0.88,1
"33169",134,148,7151,0.88,1
"33170",134,149,7154,0.88,1
"33171",135,149,7153,0.88,1
"33172",128,151,624,0.88,2
"33173",132,156,4982,0.88,1
"33174",175,169,6968,0.88,1
"33175",175,170,6966,0.88,1
"33176",85,198,1059,0.88,1
"33177",134,73,8541,0.88,1
"33178",135,73,8539,0.88,1
"33179",134,74,8539,0.88,1
"33180",143,81,5519,0.88,2
"33181",144,81,5520,0.88,1
"33182",125,92,3690,0.88,1
"33183",150,92,1777,0.88,1
"33184",151,92,1771,0.88,1
"33185",76,96,3106,0.88,1
"33186",74,101,6737,0.88,1
"33187",113,102,7645,0.88,1
"33188",93,110,9431,0.88,2
"33189",93,111,9430,0.88,1
"33190",100,112,2509,0.88,2
"33191",101,112,2503,0.88,2
"33192",89,113,4980,0.88,1
"33193",100,113,2506,0.88,2
"33194",48,129,5536,0.88,1
"33195",117,130,662,0.88,1
"33196",118,130,655,0.88,1
"33197",117,131,667,0.88,1
"33198",118,131,666,0.88,1
"33199",117,132,661,0.88,1
"33200",59,153,2852,0.88,1
"33201",132,159,7241,0.88,13
"33202",64,161,8510,0.88,2
"33203",127,166,4801,0.88,1
"33204",181,167,6120,0.88,1
"33205",66,171,9827,0.88,1
"33206",133,171,391,0.88,1
"33207",133,172,387,0.88,1
"33208",81,185,4727,0.88,1
"33209",129,186,451,0.88,1
"33210",145,186,5302,0.88,1
"33211",145,187,5302,0.88,1
"33212",146,187,5300,0.88,1
"33213",84,200,2711,0.88,1
"33214",112,80,2822,0.88,1
"33215",112,100,3879,0.88,1
"33216",111,101,3883,0.88,1
"33217",112,101,3884,0.88,1
"33218",174,101,5338,0.88,2
"33219",112,102,999,0.88,1
"33220",176,111,3604,0.88,1
"33221",177,111,3603,0.88,1
"33222",62,132,1692,0.88,1
"33223",84,139,5644,0.88,1
"33224",110,140,4369,0.88,1
"33225",110,141,4382,0.88,1
"33226",68,143,4981,0.88,2
"33227",91,143,4493,0.88,1
"33228",173,143,9456,0.88,1
"33229",172,144,9462,0.88,1
"33230",173,144,9469,0.88,1
"33231",173,145,9456,0.88,1
"33232",86,151,6709,0.88,1
"33233",87,151,6705,0.88,1
"33234",66,156,4070,0.88,1
"33235",130,158,4982,0.88,2
"33236",131,158,4980,0.88,9
"33237",130,159,4978,0.88,1
"33238",88,161,4578,0.88,1
"33239",68,187,6916,0.88,1
"33240",125,188,8034,0.88,1
"33241",130,72,1483,0.88,2
"33242",82,79,7251,0.88,1
"33243",83,79,7248,0.88,1
"33244",82,80,7243,0.88,1
"33245",136,91,1580,0.88,1
"33246",136,92,1585,0.88,1
"33247",155,96,8186,0.88,1
"33248",156,96,8188,0.88,1
"33249",123,97,2796,0.88,1
"33250",123,98,2799,0.88,1
"33251",130,100,6074,0.88,1
"33252",130,101,6078,0.88,1
"33253",133,107,206,0.88,1
"33254",134,107,203,0.88,1
"33255",80,114,9668,0.88,1
"33256",180,114,8820,0.88,1
"33257",132,115,8208,0.88,1
"33258",132,121,8175,0.88,1
"33259",150,123,2458,0.88,1
"33260",170,123,5626,0.88,1
"33261",103,125,1642,0.88,2
"33262",101,127,4980,0.88,2
"33263",102,127,4987,0.88,6
"33264",103,127,4988,0.88,6
"33265",101,128,4983,0.88,1
"33266",102,128,4985,0.88,3
"33267",103,128,4986,0.88,4
"33268",153,137,9376,0.88,1
"33269",154,137,9378,0.88,1
"33270",169,137,9602,0.88,1
"33271",169,138,9604,0.88,1
"33272",155,139,1305,0.88,2
"33273",156,139,1306,0.88,1
"33274",152,142,8174,0.88,1
"33275",153,142,8184,0.88,1
"33276",112,143,4982,0.88,2
"33277",153,143,8172,0.88,1
"33278",112,144,4990,0.88,1
"33279",112,145,4980,0.88,1
"33280",96,150,3462,0.88,1
"33281",97,150,3461,0.88,1
"33282",69,153,8543,0.88,1
"33283",134,156,4988,0.88,1
"33284",134,157,4983,0.88,1
"33285",131,158,4987,0.88,8
"33286",132,158,4984,0.88,18
"33287",131,159,4982,0.88,5
"33288",165,193,875,0.88,1
"33289",136,69,7614,0.88,1
"33290",135,70,7614,0.88,1
"33291",136,70,7617,0.88,1
"33292",136,71,7604,0.88,2
"33293",72,86,5703,0.88,1
"33294",73,86,5703,0.88,1
"33295",147,86,7358,0.88,1
"33296",148,86,7362,0.88,1
"33297",128,87,4192,0.88,1
"33298",127,88,4192,0.88,1
"33299",128,88,4195,0.88,1
"33300",105,96,1454,0.88,1
"33301",106,96,1450,0.88,1
"33302",105,97,1458,0.88,1
"33303",106,97,1456,0.88,1
"33304",73,111,5197,0.88,1
"33305",169,114,6954,0.88,1
"33306",105,116,4985,0.88,1
"33307",109,117,193,0.88,1
"33308",110,117,191,0.88,1
"33309",51,118,7897,0.88,1
"33310",65,118,7835,0.88,1
"33311",102,119,4981,0.88,2
"33312",117,119,9599,0.88,1
"33313",118,119,9617,0.88,1
"33314",91,130,4452,0.88,1
"33315",92,130,4446,0.88,1
"33316",185,130,243,0.88,1
"33317",186,130,248,0.88,1
"33318",92,132,4439,0.88,1
"33319",93,132,4446,0.88,1
"33320",78,133,1181,0.88,2
"33321",92,133,4449,0.88,1
"33322",93,133,4445,0.88,1
"33323",78,134,1179,0.88,1
"33324",104,135,2874,0.88,1
"33325",104,136,2873,0.88,1
"33326",154,145,5777,0.88,1
"33327",155,145,5782,0.88,1
"33328",81,162,5972,0.88,1
"33329",50,178,6684,0.88,1
"33330",122,69,390,0.88,1
"33331",123,69,398,0.88,2
"33332",123,70,395,0.88,1
"33333",118,78,1229,0.88,1
"33334",131,80,5728,0.88,1
"33335",135,86,7663,0.88,2
"33336",80,92,452,0.88,1
"33337",87,92,2332,0.88,1
"33338",74,99,4399,0.88,1
"33339",116,106,1944,0.88,1
"33340",96,108,4152,0.88,1
"33341",97,108,4151,0.88,2
"33342",54,117,3501,0.88,1
"33343",121,125,4338,0.88,2
"33344",134,134,363,0.88,2
"33345",134,135,356,0.88,1
"33346",128,138,2713,0.88,2
"33347",129,138,2715,0.88,2
"33348",50,139,7083,0.88,1
"33349",128,139,2709,0.88,1
"33350",129,139,2713,0.88,1
"33351",88,156,5276,0.88,2
"33352",90,163,4981,0.88,3
"33353",141,172,8939,0.88,1
"33354",149,177,511,0.88,2
"33355",150,177,508,0.88,1
"33356",149,178,507,0.88,1
"33357",150,178,509,0.88,1
"33358",92,194,5925,0.88,1
"33359",93,194,5922,0.88,1
"33360",147,82,1694,0.88,2
"33361",148,82,1693,0.88,2
"33362",86,95,1233,0.88,1
"33363",137,102,5086,0.88,1
"33364",73,119,6240,0.88,1
"33365",114,126,6856,0.88,1
"33366",115,126,6850,0.88,1
"33367",110,139,8598,0.88,1
"33368",156,140,9740,0.88,1
"33369",156,141,9744,0.88,1
"33370",57,142,4980,0.88,1
"33371",154,142,9735,0.88,1
"33372",155,142,9739,0.88,1
"33373",154,143,9739,0.88,1
"33374",155,143,9740,0.88,2
"33375",100,147,3041,0.88,1
"33376",165,149,5152,0.88,1
"33377",144,151,2667,0.88,1
"33378",85,170,2558,0.88,1
"33379",162,176,5052,0.88,1
"33380",163,176,5051,0.88,2
"33381",75,177,1869,0.88,1
"33382",81,177,7781,0.88,1
"33383",80,178,7781,0.88,1
"33384",81,178,7783,0.88,1
"33385",164,181,8121,0.88,1
"33386",164,182,8119,0.88,1
"33387",123,77,6503,0.88,1
"33388",77,90,8152,0.88,1
"33389",103,99,2907,0.88,1
"33390",103,100,2904,0.88,1
"33391",162,111,6011,0.88,1
"33392",158,117,4021,0.88,1
"33393",69,121,9764,0.88,1
"33394",69,122,9766,0.88,1
"33395",69,138,9524,0.88,1
"33396",127,151,7859,0.88,1
"33397",128,151,7860,0.88,1
"33398",174,151,710,0.88,1
"33399",127,152,7862,0.88,1
"33400",128,152,7863,0.88,1
"33401",173,152,713,0.88,1
"33402",174,152,718,0.88,1
"33403",128,153,7857,0.88,1
"33404",166,155,5983,0.88,1
"33405",136,160,4981,0.88,1
"33406",150,161,8163,0.88,2
"33407",151,161,8163,0.88,1
"33408",150,162,8164,0.88,1
"33409",151,162,8163,0.88,1
"33410",165,162,7979,0.88,1
"33411",152,167,7766,0.88,1
"33412",99,170,9281,0.88,1
"33413",100,170,9284,0.88,1
"33414",146,192,4367,0.88,1
"33415",145,193,4370,0.88,1
"33416",146,193,4382,0.88,1
"33417",134,201,4561,0.88,1
"33418",133,202,4568,0.88,1
"33419",134,202,4570,0.88,1
"33420",135,202,4559,0.88,1
"33421",133,203,4565,0.88,1
"33422",134,203,4569,0.88,1
"33423",135,203,4562,0.88,1
"33424",112,70,4907,0.88,1
"33425",131,70,2873,0.88,2
"33426",89,97,5674,0.88,1
"33427",164,102,4696,0.88,1
"33428",71,107,768,0.88,1
"33429",124,107,4512,0.88,1
"33430",125,107,4521,0.88,1
"33431",125,108,4514,0.88,1
"33432",134,108,8690,0.88,1
"33433",135,108,8689,0.88,2
"33434",58,114,5629,0.88,1
"33435",157,116,3224,0.88,1
"33436",121,121,4722,0.88,1
"33437",121,122,4725,0.88,2
"33438",102,128,4987,0.88,2
"33439",119,128,1523,0.88,1
"33440",186,128,6899,0.88,1
"33441",187,128,6902,0.88,1
"33442",188,129,6902,0.88,1
"33443",44,137,2083,0.88,1
"33444",42,150,7488,0.88,2
"33445",142,161,6360,0.88,1
"33446",142,162,6364,0.88,1
"33447",143,162,6352,0.88,1
"33448",167,178,3410,0.88,1
"33449",128,190,2784,0.88,1
"33450",129,190,2785,0.88,1
"33451",133,84,1429,0.88,1
"33452",134,84,1432,0.88,1
"33453",141,91,1382,0.88,1
"33454",165,101,9698,0.88,1
"33455",177,113,1487,0.88,1
"33456",77,116,565,0.88,1
"33457",108,121,5504,0.88,1
"33458",109,121,5497,0.88,2
"33459",108,122,5496,0.88,1
"33460",101,126,4987,0.88,1
"33461",102,126,4986,0.88,1
"33462",69,155,6826,0.88,1
"33463",70,155,6820,0.88,1
"33464",69,156,6823,0.88,1
"33465",147,157,6922,0.88,1
"33466",132,158,4985,0.88,17
"33467",133,158,4986,0.88,6
"33468",147,158,6920,0.88,1
"33469",131,159,4986,0.88,4
"33470",132,159,4988,0.88,12
"33471",133,159,4990,0.88,6
"33472",133,160,4987,0.88,3
"33473",158,167,5446,0.88,1
"33474",146,195,271,0.88,1
"33475",130,73,9581,0.88,1
"33476",81,75,1720,0.88,1
"33477",80,76,1716,0.88,1
"33478",81,76,1721,0.88,2
"33479",97,81,7581,0.88,1
"33480",97,82,7583,0.88,1
"33481",148,83,5450,0.88,1
"33482",149,83,5460,0.88,1
"33483",149,84,5459,0.88,1
"33484",148,99,4519,0.88,1
"33485",148,100,4516,0.88,1
"33486",108,104,3455,0.88,1
"33487",109,104,3454,0.88,1
"33488",57,109,5933,0.88,1
"33489",58,109,5933,0.88,1
"33490",102,109,8208,0.88,1
"33491",103,109,8206,0.88,1
"33492",57,110,5930,0.88,1
"33493",58,110,5934,0.88,1
"33494",102,110,8204,0.88,1
"33495",56,119,7643,0.88,1
"33496",95,132,4979,0.88,1
"33497",127,137,3924,0.88,2
"33498",128,137,3928,0.88,1
"33499",127,138,3932,0.88,1
"33500",128,138,3932,0.88,1
"33501",164,140,4934,0.88,1
"33502",155,143,6277,0.88,1
"33503",155,144,6282,0.88,1
"33504",156,144,6277,0.88,2
"33505",65,150,6172,0.88,1
"33506",42,151,1159,0.88,2
"33507",43,151,1164,0.88,1
"33508",65,151,6168,0.88,1
"33509",132,159,4983,0.88,11
"33510",95,213,3340,0.88,1
"33511",95,214,3332,0.88,1
"33512",136,103,2845,0.88,1
"33513",136,104,2845,0.88,1
"33514",92,109,4982,0.88,1
"33515",93,109,4989,0.88,1
"33516",94,109,4977,0.88,1
"33517",92,110,4975,0.88,1
"33518",93,110,4983,0.88,1
"33519",174,115,5229,0.88,1
"33520",175,115,5233,0.88,1
"33521",156,122,8976,0.88,2
"33522",121,124,3690,0.88,1
"33523",183,124,4484,0.88,1
"33524",184,124,4483,0.88,1
"33525",121,125,3690,0.88,1
"33526",183,125,4483,0.88,1
"33527",184,125,4484,0.88,1
"33528",85,127,4975,0.88,1
"33529",86,127,4988,0.88,1
"33530",86,128,4968,0.88,1
"33531",42,131,4710,0.88,1
"33532",170,133,4657,0.88,2
"33533",77,136,4068,0.88,1
"33534",78,136,4071,0.88,2
"33535",141,141,5437,0.88,1
"33536",142,141,5443,0.88,1
"33537",142,142,5438,0.88,1
"33538",134,145,4621,0.88,2
"33539",134,146,4622,0.88,2
"33540",120,149,3164,0.88,1
"33541",66,167,9866,0.88,1
"33542",117,191,9060,0.88,1
"33543",121,67,697,0.88,2
"33544",121,68,698,0.88,3
"33545",141,76,1492,0.88,1
"33546",142,76,1496,0.88,1
"33547",71,83,8876,0.88,1
"33548",76,101,5613,0.88,1
"33549",77,101,5614,0.88,1
"33550",157,106,769,0.88,1
"33551",158,106,771,0.88,1
"33552",68,115,4805,0.88,2
"33553",78,115,6550,0.88,2
"33554",79,115,6545,0.88,2
"33555",78,116,6547,0.88,2
"33556",154,116,8107,0.88,2
"33557",155,116,8106,0.88,1
"33558",154,117,8108,0.88,2
"33559",155,117,8107,0.88,1
"33560",167,118,3657,0.88,1
"33561",151,124,4892,0.88,1
"33562",174,137,8946,0.88,1
"33563",70,142,7426,0.88,1
"33564",71,142,7435,0.88,1
"33565",72,142,7429,0.88,1
"33566",102,142,9985,0.88,1
"33567",71,143,7428,0.88,1
"33568",102,143,9988,0.88,1
"33569",166,148,6101,0.88,1
"33570",147,156,4311,0.88,1
"33571",148,156,4317,0.88,2
"33572",131,158,4984,0.88,7
"33573",132,158,4979,0.88,16
"33574",83,159,2212,0.88,2
"33575",84,159,2206,0.88,1
"33576",131,159,4985,0.88,3
"33577",132,159,4982,0.88,10
"33578",83,160,2213,0.88,1
"33579",84,160,2206,0.88,2
"33580",91,164,4981,0.88,6
"33581",183,164,3249,0.88,1
"33582",147,168,2015,0.88,1
"33583",122,180,3668,0.88,1
"33584",80,192,5714,0.88,1
"33585",81,192,5719,0.88,1
"33586",123,66,5911,0.88,2
"33587",123,67,5913,0.88,2
"33588",114,75,2234,0.88,1
"33589",114,76,2232,0.88,1
"33590",104,96,9238,0.88,1
"33591",104,97,9234,0.88,1
"33592",156,99,2097,0.88,1
"33593",156,100,2107,0.88,1
"33594",125,111,4258,0.88,2
"33595",179,119,1075,0.88,1
"33596",105,132,1424,0.88,2
"33597",162,132,4972,0.88,1
"33598",105,133,1424,0.88,2
"33599",162,133,4973,0.88,1
"33600",77,141,5724,0.88,1
"33601",78,141,5721,0.88,1
"33602",77,142,5727,0.88,2
"33603",120,150,4983,0.88,1
"33604",121,150,4987,0.88,1
"33605",129,158,9583,0.88,3
"33606",96,162,1111,0.88,1
"33607",96,163,1105,0.88,1
"33608",159,166,4987,0.88,1
"33609",181,172,7213,0.88,1
"33610",105,176,2815,0.88,1
"33611",105,177,2810,0.88,1
"33612",144,182,4983,0.88,1
"33613",145,182,4989,0.88,2
"33614",144,183,4980,0.88,1
"33615",145,183,4989,0.88,1
"33616",128,185,4691,0.88,1
"33617",160,194,8648,0.88,1
"33618",120,77,8472,0.88,1
"33619",127,77,6284,0.88,2
"33620",128,77,6288,0.88,1
"33621",120,78,8476,0.88,1
"33622",94,86,8131,0.88,1
"33623",95,86,8119,0.88,1
"33624",94,87,8119,0.88,1
"33625",114,91,6362,0.88,2
"33626",115,91,6360,0.88,2
"33627",69,95,6604,0.88,1
"33628",150,95,2810,0.88,1
"33629",149,96,2806,0.88,2
"33630",150,96,2812,0.88,1
"33631",93,102,3585,0.88,1
"33632",63,108,5629,0.88,2
"33633",64,108,5631,0.88,1
"33634",116,122,5635,0.88,1
"33635",155,122,8069,0.88,1
"33636",183,123,9482,0.88,1
"33637",184,123,9474,0.88,1
"33638",163,129,6450,0.88,1
"33639",98,152,1681,0.88,1
"33640",98,153,1681,0.88,2
"33641",184,157,3360,0.88,1
"33642",169,159,5238,0.88,1
"33643",92,164,4975,0.88,4
"33644",131,166,4980,0.88,1
"33645",80,179,9824,0.88,1
"33646",119,208,8472,0.88,1
"33647",123,66,8914,0.88,1
"33648",123,67,8907,0.88,1
"33649",90,70,3916,0.88,1
"33650",128,89,9655,0.88,1
"33651",129,89,9655,0.88,1
"33652",128,90,9658,0.88,1
"33653",129,90,9656,0.88,1
"33654",125,96,6043,0.88,1
"33655",164,99,8551,0.88,1
"33656",107,102,7610,0.88,1
"33657",168,104,6793,0.88,1
"33658",169,104,6795,0.88,2
"33659",111,106,5492,0.88,1
"33660",111,107,5490,0.88,1
"33661",132,107,9924,0.88,1
"33662",132,108,9925,0.88,1
"33663",148,109,2098,0.88,1
"33664",148,110,2100,0.88,1
"33665",61,111,4602,0.88,1
"33666",113,123,72,0.88,1
"33667",102,124,4981,0.88,1
"33668",122,125,8207,0.88,2
"33669",122,126,8207,0.88,1
"33670",183,132,8366,0.88,1
"33671",184,132,8364,0.88,1
"33672",49,133,1807,0.88,1
"33673",122,136,2251,0.88,1
"33674",122,137,2252,0.88,1
"33675",152,143,2439,0.88,2
"33676",148,145,4516,0.88,2
"33677",149,145,4520,0.88,2
"33678",149,146,4518,0.88,1
"33679",117,148,8369,0.88,1
"33680",118,148,8384,0.88,2
"33681",118,149,8382,0.88,1
"33682",87,165,8769,0.88,1
"33683",88,165,8773,0.88,1
"33684",113,166,2518,0.88,1
"33685",114,166,2516,0.88,1
"33686",139,168,9825,0.88,1
"33687",242,172,7265,0.88,1
"33688",159,179,5907,0.88,1
"33689",161,180,819,0.88,1
"33690",103,185,2588,0.88,1
"33691",103,186,2582,0.88,2
"33692",148,193,6767,0.88,1
"33693",148,194,6763,0.88,1
"33694",87,75,8980,0.88,1
"33695",129,75,4531,0.88,1
"33696",160,83,9615,0.88,1
"33697",84,102,819,0.88,1
"33698",111,102,3050,0.88,1
"33699",142,113,7026,0.88,1
"33700",142,114,7027,0.88,1
"33701",58,127,7672,0.88,1
"33702",58,128,7671,0.88,1
"33703",142,130,9653,0.88,1
"33704",142,131,9649,0.88,1
"33705",132,158,4980,0.88,15
"33706",181,161,8274,0.88,1
"33707",92,164,4985,0.88,3
"33708",167,176,1853,0.88,1
"33709",168,176,1862,0.88,1
"33710",168,177,1859,0.88,1
"33711",116,215,7927,0.88,1
"33712",116,216,7925,0.88,1
"33713",117,70,7122,0.88,1
"33714",137,70,6922,0.88,1
"33715",138,70,6917,0.88,1
"33716",86,78,1309,0.88,1
"33717",93,79,4983,0.88,1
"33718",130,98,4987,0.88,2
"33719",130,99,4990,0.88,2
"33720",125,103,9979,0.88,2
"33721",126,103,9981,0.88,2
"33722",162,106,7061,0.88,1
"33723",163,106,7060,0.88,1
"33724",94,108,4984,0.88,1
"33725",151,115,4365,0.88,1
"33726",151,116,4376,0.88,1
"33727",152,116,4372,0.88,2
"33728",154,116,2244,0.88,1
"33729",154,117,2245,0.88,1
"33730",102,119,7506,0.88,1
"33731",103,119,7513,0.88,1
"33732",156,125,4107,0.88,1
"33733",157,125,4116,0.88,1
"33734",156,126,4112,0.88,1
"33735",157,126,4118,0.88,1
"33736",158,126,4107,0.88,1
"33737",101,127,4986,0.88,1
"33738",182,140,1586,0.88,2
"33739",168,143,2261,0.88,2
"33740",185,159,5098,0.88,1
"33741",186,159,5097,0.88,1
"33742",75,161,672,0.88,1
"33743",75,162,672,0.88,1
"33744",68,167,8635,0.88,2
"33745",98,167,4987,0.88,1
"33746",126,167,4625,0.88,1
"33747",162,177,8295,0.88,1
"33748",64,183,9439,0.88,1
"33749",111,68,1482,0.88,3
"33750",130,70,6982,0.88,1
"33751",131,70,6983,0.88,1
"33752",98,75,3310,0.88,1
"33753",98,76,3303,0.88,1
"33754",119,76,1949,0.88,1
"33755",88,83,7363,0.88,2
"33756",88,84,7359,0.88,1
"33757",84,90,4696,0.88,1
"33758",80,107,8356,0.88,2
"33759",81,107,8359,0.88,1
"33760",104,107,4986,0.88,1
"33761",105,107,4980,0.88,1
"33762",151,109,5636,0.88,1
"33763",170,109,6503,0.88,1
"33764",171,109,6501,0.88,1
"33765",170,110,6500,0.88,2
"33766",171,110,8419,0.88,1
"33767",171,111,8422,0.88,1
"33768",172,111,8420,0.88,1
"33769",88,116,7151,0.88,1
"33770",88,117,7149,0.88,1
"33771",60,124,7948,0.88,1
"33772",122,140,973,0.88,1
"33773",122,141,980,0.88,1
"33774",116,168,271,0.88,1
"33775",117,168,271,0.88,1
"33776",136,177,8069,0.88,1
"33777",137,177,8075,0.88,1
"33778",137,178,8070,0.88,1
"33779",143,178,1206,0.88,1
"33780",143,179,1203,0.88,1
"33781",145,182,5247,0.88,1
"33782",113,184,4115,0.88,1
"33783",118,187,9668,0.88,1
"33784",119,187,9669,0.88,1
"33785",118,71,6551,0.88,1
"33786",123,75,5555,0.88,1
"33787",117,96,5377,0.88,1
"33788",151,101,2468,0.88,1
"33789",152,101,2456,0.88,1
"33790",151,102,2467,0.88,1
"33791",104,115,1574,0.88,1
"33792",105,115,1573,0.88,2
"33793",120,126,2119,0.88,1
"33794",173,128,5085,0.88,1
"33795",119,133,3219,0.88,1
"33796",76,153,5606,0.88,2
"33797",77,153,5606,0.88,1
"33798",76,154,5602,0.88,1
"33799",77,154,5601,0.88,1
"33800",125,157,2197,0.88,1
"33801",125,158,2193,0.88,1
"33802",131,158,4985,0.88,6
"33803",132,158,4986,0.88,14
"33804",84,160,5346,0.88,1
"33805",84,161,5353,0.88,1
"33806",170,162,3484,0.88,1
"33807",116,204,6325,0.88,1
"33808",103,70,2463,0.88,2
"33809",124,78,1595,0.88,2
"33810",123,79,1601,0.88,1
"33811",124,79,1604,0.88,1
"33812",123,80,996,0.88,1
"33813",123,81,999,0.88,1
"33814",159,85,4272,0.88,1
"33815",160,85,4288,0.88,1
"33816",158,92,2922,0.88,1
"33817",159,92,2918,0.88,2
"33818",158,93,2925,0.88,1
"33819",159,93,2924,0.88,1
"33820",126,95,2148,0.88,1
"33821",113,97,6674,0.88,1
"33822",139,101,9200,0.88,1
"33823",125,110,249,0.88,1
"33824",125,111,247,0.88,1
"33825",182,111,6601,0.88,1
"33826",182,112,6605,0.88,1
"33827",141,114,768,0.88,2
"33828",67,116,6085,0.88,2
"33829",95,129,4983,0.88,1
"33830",96,129,4985,0.88,1
"33831",157,131,5018,0.88,1
"33832",170,146,1459,0.88,1
"33833",138,148,8977,0.88,1
"33834",139,149,8978,0.88,1
"33835",140,151,9438,0.88,1
"33836",141,156,4981,0.88,1
"33837",141,157,4978,0.88,1
"33838",83,159,1191,0.88,1
"33839",53,164,7930,0.88,1
"33840",96,184,3119,0.88,1
"33841",165,192,1397,0.88,1
"33842",88,193,8019,0.88,1
"33843",125,198,9131,0.88,1
"33844",125,199,9131,0.88,1
"33845",154,199,1837,0.88,1
"33846",154,200,1832,0.88,1
"33847",116,74,4400,0.88,1
"33848",142,81,9773,0.88,1
"33849",71,82,7253,0.88,2
"33850",142,82,9776,0.88,1
"33851",78,83,3376,0.88,1
"33852",173,100,8488,0.88,2
"33853",169,106,5235,0.88,1
"33854",62,108,4481,0.88,2
"33855",81,108,3671,0.88,2
"33856",129,111,2800,0.88,1
"33857",130,111,2800,0.88,1
