"","x","y","signal","voltage","nAppearance"
"4739",115,164,7584,0.72,2
"4740",106,196,6305,0.72,1
"4741",132,208,6491,0.72,1
"4742",149,77,4759,0.72,1
"4743",125,80,1302,0.72,1
"4744",122,93,10001,0.72,1
"4745",123,93,10002,0.72,1
"4746",81,97,8563,0.72,1
"4747",80,102,1278,0.72,1
"4748",80,103,1270,0.72,1
"4749",144,134,3183,0.72,2
"4750",144,135,3188,0.72,1
"4751",142,136,8488,0.72,1
"4752",142,137,8481,0.72,1
"4753",97,146,3855,0.72,1
"4754",97,147,3852,0.72,1
"4755",83,150,8671,0.72,1
"4756",162,152,7857,0.72,1
"4757",163,152,7857,0.72,1
"4758",162,153,7858,0.72,2
"4759",163,153,7860,0.72,1
"4760",169,153,3059,0.72,1
"4761",169,154,3058,0.72,1
"4762",72,155,7372,0.72,1
"4763",181,160,2465,0.72,1
"4764",112,161,2585,0.72,1
"4765",113,161,2584,0.72,2
"4766",176,162,4702,0.72,1
"4767",88,163,2586,0.72,2
"4768",81,167,1171,0.72,1
"4769",82,167,1164,0.72,1
"4770",132,171,1599,0.72,1
"4771",81,197,4893,0.72,1
"4772",111,66,6967,0.72,1
"4773",71,89,218,0.72,1
"4774",72,89,219,0.72,1
"4775",152,90,3815,0.72,1
"4776",137,93,9082,0.72,1
"4777",137,94,9067,0.72,1
"4778",136,97,4488,0.72,1
"4779",76,99,13,0.72,1
"4780",141,99,7777,0.72,1
"4781",129,104,3732,0.72,1
"4782",176,104,5982,0.72,1
"4783",129,105,3735,0.72,1
"4784",148,108,8789,0.72,1
"4785",68,109,3678,0.72,1
"4786",69,109,3677,0.72,1
"4787",148,109,8789,0.72,1
"4788",138,116,3022,0.72,1
"4789",139,116,3030,0.72,1
"4790",139,117,3028,0.72,1
"4791",157,117,7464,0.72,1
"4792",59,118,6510,0.72,1
"4793",145,127,5124,0.72,1
"4794",156,144,7546,0.72,1
"4795",71,145,9371,0.72,1
"4796",156,145,7554,0.72,1
"4797",157,145,7554,0.72,1
"4798",56,147,3683,0.72,1
"4799",114,149,8972,0.72,1
"4800",114,150,8970,0.72,1
"4801",182,151,9505,0.72,2
"4802",106,155,7172,0.72,1
"4803",107,155,7175,0.72,1
"4804",107,156,7171,0.72,1
"4805",132,156,2197,0.72,1
"4806",161,157,3022,0.72,1
"4807",161,158,3023,0.72,2
"4808",162,158,3017,0.72,2
"4809",167,158,2861,0.72,2
"4810",119,168,1966,0.72,1
"4811",120,168,1961,0.72,1
"4812",133,185,9505,0.72,1
"4813",169,185,7377,0.72,1
"4814",135,194,8864,0.72,1
"4815",96,199,5059,0.72,1
"4816",116,66,8962,0.72,1
"4817",90,88,6704,0.72,2
"4818",91,103,4978,0.72,1
"4819",76,114,9437,0.72,1
"4820",77,114,9440,0.72,1
"4821",81,128,5506,0.72,1
"4822",161,152,2816,0.72,2
"4823",161,153,2825,0.72,2
"4824",162,153,2823,0.72,1
"4825",123,154,5947,0.72,1
"4826",161,154,2820,0.72,1
"4827",123,155,5953,0.72,1
"4828",124,155,5949,0.72,1
"4829",169,161,192,0.72,1
"4830",169,162,193,0.72,1
"4831",170,162,185,0.72,1
"4832",159,182,9828,0.72,1
"4833",109,68,5169,0.72,1
"4834",109,69,5169,0.72,1
"4835",131,83,6252,0.72,2
"4836",132,83,6252,0.72,1
"4837",131,84,6252,0.72,1
"4838",132,84,6253,0.72,1
"4839",151,90,22,0.72,2
"4840",85,95,2179,0.72,1
"4841",86,95,2181,0.72,1
"4842",85,96,2177,0.72,1
"4843",86,96,2179,0.72,1
"4844",164,96,1431,0.72,1
"4845",164,97,1435,0.72,2
"4846",165,97,1429,0.72,2
"4847",95,102,5180,0.72,2
"4848",152,103,8595,0.72,1
"4849",179,105,4329,0.72,1
"4850",161,106,2765,0.72,1
"4851",162,106,2765,0.72,1
"4852",179,106,4323,0.72,1
"4853",161,107,2772,0.72,1
"4854",162,107,2771,0.72,1
"4855",110,123,2094,0.72,1
"4856",111,123,2082,0.72,1
"4857",169,130,2671,0.72,1
"4858",122,140,1098,0.72,1
"4859",123,140,1101,0.72,1
"4860",123,141,1096,0.72,2
"4861",118,148,3133,0.72,1
"4862",118,149,3131,0.72,1
"4863",153,152,3678,0.72,1
"4864",125,160,236,0.72,1
"4865",124,161,233,0.72,1
"4866",125,161,239,0.72,1
"4867",77,197,5900,0.72,1
"4868",132,205,2461,0.72,1
"4869",111,81,7273,0.72,1
"4870",155,84,1432,0.72,1
"4871",108,85,7448,0.72,2
"4872",108,86,7451,0.72,1
"4873",66,87,1328,0.72,1
"4874",153,102,7303,0.72,1
"4875",67,110,7977,0.72,1
"4876",100,111,2004,0.72,1
"4877",158,114,6118,0.72,1
"4878",77,135,3,0.72,1
"4879",163,137,2992,0.72,1
"4880",86,141,4351,0.72,1
"4881",73,145,348,0.72,1
"4882",127,145,5653,0.72,1
"4883",128,145,5651,0.72,1
"4884",85,146,2476,0.72,1
"4885",52,149,1262,0.72,1
"4886",53,149,1262,0.72,1
"4887",71,149,1004,0.72,2
"4888",72,149,1007,0.72,1
"4889",52,150,1256,0.72,1
"4890",53,150,1259,0.72,1
"4891",71,150,1006,0.72,1
"4892",72,150,1006,0.72,1
"4893",126,153,1625,0.72,1
"4894",185,153,2892,0.72,1
"4895",100,168,4117,0.72,1
"4896",105,172,4364,0.72,1
"4897",151,173,4238,0.72,1
"4898",151,174,4235,0.72,1
"4899",121,184,4489,0.72,1
"4900",111,72,9262,0.72,1
"4901",94,80,5279,0.72,1
"4902",69,82,2209,0.72,1
"4903",135,97,7784,0.72,1
"4904",135,98,7784,0.72,1
"4905",165,98,6585,0.72,2
"4906",101,100,8383,0.72,1
"4907",69,102,6578,0.72,1
"4908",70,102,6575,0.72,1
"4909",69,103,6574,0.72,1
"4910",153,108,9470,0.72,1
"4911",174,109,9463,0.72,1
"4912",69,115,8932,0.72,1
"4913",180,123,3162,0.72,1
"4914",157,128,6129,0.72,2
"4915",158,128,6125,0.72,1
"4916",157,129,6127,0.72,2
"4917",158,129,6126,0.72,1
"4918",79,136,1756,0.72,1
"4919",69,141,3263,0.72,1
"4920",71,149,37,0.72,1
"4921",74,151,4212,0.72,1
"4922",180,152,6459,0.72,1
"4923",176,158,6450,0.72,1
"4924",177,158,6447,0.72,2
"4925",114,163,4247,0.72,1
"4926",93,164,9608,0.72,1
"4927",94,164,9607,0.72,1
"4928",93,165,9612,0.72,1
"4929",94,165,9608,0.72,1
"4930",136,169,6523,0.72,1
"4931",134,175,4455,0.72,1
"4932",135,175,4458,0.72,1
"4933",134,176,4452,0.72,1
"4934",135,176,4456,0.72,1
"4935",146,187,1628,0.72,1
"4936",146,188,1634,0.72,1
"4937",153,202,2122,0.72,1
"4938",117,72,3098,0.72,1
"4939",118,72,3100,0.72,1
"4940",89,81,5195,0.72,1
"4941",90,81,5191,0.72,1
"4942",62,89,9622,0.72,1
"4943",85,89,7029,0.72,1
"4944",96,89,7858,0.72,1
"4945",137,89,467,0.72,1
"4946",95,90,7857,0.72,1
"4947",96,90,7862,0.72,1
"4948",137,90,478,0.72,1
"4949",138,90,477,0.72,1
"4950",84,98,7733,0.72,1
"4951",61,99,3450,0.72,1
"4952",61,100,3446,0.72,1
"4953",117,100,7871,0.72,1
"4954",117,101,7873,0.72,1
"4955",136,109,7117,0.72,1
"4956",101,116,6812,0.72,1
"4957",76,119,4869,0.72,1
"4958",148,121,5609,0.72,1
"4959",49,124,5546,0.72,1
"4960",119,127,6328,0.72,1
"4961",148,127,508,0.72,1
"4962",149,127,507,0.72,1
"4963",119,128,6327,0.72,1
"4964",133,132,4577,0.72,1
"4965",156,132,4125,0.72,1
"4966",149,138,9855,0.72,1
"4967",52,145,1510,0.72,1
"4968",144,164,9343,0.72,1
"4969",124,192,2514,0.72,1
"4970",82,195,2547,0.72,1
"4971",157,94,2957,0.72,1
"4972",157,95,2957,0.72,1
"4973",174,97,220,0.72,1
"4974",81,103,9107,0.72,1
"4975",169,106,8877,0.72,1
"4976",96,120,5768,0.72,3
"4977",97,120,5766,0.72,1
"4978",101,134,9259,0.72,1
"4979",102,134,9258,0.72,1
"4980",101,135,9262,0.72,1
"4981",102,135,9259,0.72,1
"4982",147,138,7541,0.72,1
"4983",54,152,9240,0.72,1
"4984",163,156,5109,0.72,1
"4985",84,160,9494,0.72,1
"4986",84,161,9489,0.72,1
"4987",68,168,3771,0.72,1
"4988",113,79,1902,0.72,1
"4989",148,89,3943,0.72,1
"4990",149,89,3936,0.72,1
"4991",148,90,3937,0.72,1
"4992",99,98,5932,0.72,1
"4993",100,98,5934,0.72,1
"4994",144,99,941,0.72,1
"4995",145,99,941,0.72,1
"4996",125,101,4303,0.72,1
"4997",125,102,4310,0.72,1
"4998",146,105,3048,0.72,1
"4999",146,106,3043,0.72,1
"5000",56,108,9177,0.72,1
"5001",69,110,5774,0.72,1
"5002",73,117,2665,0.72,1
"5003",165,126,4812,0.72,1
"5004",92,128,1142,0.72,1
"5005",180,128,2568,0.72,1
"5006",181,128,2576,0.72,1
"5007",92,129,1142,0.72,1
"5008",148,144,2796,0.72,1
"5009",167,145,7167,0.72,1
"5010",131,148,6075,0.72,1
"5011",162,148,8191,0.72,1
"5012",55,150,4672,0.72,1
"5013",56,150,4677,0.72,1
"5014",188,152,1823,0.72,2
"5015",188,153,1822,0.72,2
"5016",114,155,4697,0.72,2
"5017",114,156,4695,0.72,2
"5018",151,161,3129,0.72,1
"5019",47,177,8609,0.72,1
"5020",48,177,8610,0.72,1
"5021",64,184,2702,0.72,1
"5022",65,184,2699,0.72,1
"5023",89,191,5486,0.72,1
"5024",140,194,2553,0.72,1
"5025",135,76,387,0.72,1
"5026",106,81,6121,0.72,1
"5027",107,81,6116,0.72,1
"5028",142,81,8004,0.72,1
"5029",109,84,419,0.72,1
"5030",108,85,416,0.72,1
"5031",109,85,421,0.72,1
"5032",110,85,418,0.72,1
"5033",109,86,412,0.72,1
"5034",57,96,6879,0.72,1
"5035",124,99,2583,0.72,1
"5036",111,100,6474,0.72,1
"5037",124,100,2582,0.72,2
"5038",82,103,7045,0.72,1
"5039",158,116,9294,0.72,1
"5040",167,141,4805,0.72,1
"5041",83,144,9359,0.72,1
"5042",167,158,1928,0.72,1
"5043",168,158,1921,0.72,1
"5044",123,165,6364,0.72,1
"5045",123,166,6361,0.72,1
"5046",137,187,2908,0.72,1
"5047",138,187,2906,0.72,1
"5048",163,195,2815,0.72,1
"5049",85,202,8891,0.72,1
"5050",85,203,8890,0.72,1
"5051",156,96,5724,0.72,2
"5052",156,97,5722,0.72,1
"5053",124,100,8919,0.72,1
"5054",125,100,8920,0.72,1
"5055",175,106,5367,0.72,1
"5056",114,107,8373,0.72,1
"5057",114,108,8373,0.72,1
"5058",111,113,1115,0.72,1
"5059",164,116,4738,0.72,1
"5060",77,128,1946,0.72,1
"5061",179,132,8703,0.72,1
"5062",57,143,9735,0.72,1
"5063",66,156,8839,0.72,1
"5064",141,156,7952,0.72,1
"5065",142,156,7955,0.72,1
"5066",81,159,4286,0.72,2
"5067",81,160,4284,0.72,1
"5068",68,173,2836,0.72,1
"5069",68,174,2830,0.72,1
"5070",67,175,618,0.72,1
"5071",114,179,678,0.72,1
"5072",124,185,694,0.72,1
"5073",124,186,682,0.72,1
"5074",135,192,4262,0.72,1
"5075",135,193,4263,0.72,1
"5076",101,194,1663,0.72,1
"5077",157,194,5429,0.72,1
"5078",158,194,5431,0.72,1
"5079",74,195,9828,0.72,1
"5080",103,76,7718,0.72,1
"5081",100,88,9447,0.72,1
"5082",101,88,9444,0.72,1
"5083",100,89,9445,0.72,1
"5084",96,94,9446,0.72,1
"5085",97,94,9446,0.72,1
"5086",159,98,2521,0.72,2
"5087",171,102,678,0.72,1
"5088",134,104,4521,0.72,1
"5089",134,105,4523,0.72,1
"5090",167,108,5611,0.72,1
"5091",168,108,5609,0.72,1
"5092",167,109,5614,0.72,1
"5093",168,109,5615,0.72,1
"5094",180,113,8115,0.72,1
"5095",98,115,5890,0.72,1
"5096",99,116,5130,0.72,1
"5097",100,116,5127,0.72,1
"5098",99,117,5129,0.72,1
"5099",100,117,5118,0.72,1
"5100",91,122,5600,0.72,1
"5101",69,152,1703,0.72,1
"5102",186,155,9270,0.72,1
"5103",170,158,8844,0.72,1
"5104",170,159,8844,0.72,1
"5105",53,175,5300,0.72,1
"5106",131,209,8138,0.72,1
"5107",98,69,6731,0.72,1
"5108",64,85,7831,0.72,1
"5109",65,85,7834,0.72,1
"5110",65,86,7829,0.72,1
"5111",92,87,4930,0.72,2
"5112",93,87,4929,0.72,1
"5113",75,88,7790,0.72,1
"5114",92,88,4929,0.72,1
"5115",93,88,4928,0.72,2
"5116",122,95,4008,0.72,1
"5117",123,95,4015,0.72,1
"5118",134,100,4933,0.72,1
"5119",160,109,9571,0.72,1
"5120",161,109,9570,0.72,1
"5121",116,115,7258,0.72,1
"5122",117,115,7261,0.72,1
"5123",154,126,181,0.72,1
"5124",155,126,187,0.72,1
"5125",74,138,232,0.72,1
"5126",144,169,410,0.72,1
"5127",145,169,411,0.72,1
"5128",155,197,9434,0.72,1
"5129",96,77,3040,0.72,1
"5130",97,77,3039,0.72,2
"5131",96,78,3039,0.72,1
"5132",97,78,3035,0.72,1
"5133",139,79,7135,0.72,1
"5134",146,85,3981,0.72,1
"5135",156,96,4136,0.72,1
"5136",53,104,6355,0.72,1
"5137",149,120,2221,0.72,1
"5138",150,120,2227,0.72,2
"5139",149,121,2222,0.72,1
"5140",150,121,2228,0.72,1
"5141",116,122,2,0.72,1
"5142",117,122,5,0.72,1
"5143",179,122,9129,0.72,1
"5144",180,122,9122,0.72,1
"5145",111,128,2934,0.72,1
"5146",130,131,9328,0.72,1
"5147",164,135,3345,0.72,1
"5148",164,136,3350,0.72,1
"5149",110,140,257,0.72,1
"5150",110,141,258,0.72,1
"5151",49,146,9437,0.72,1
"5152",151,149,146,0.72,1
"5153",96,155,6552,0.72,1
"5154",97,155,6555,0.72,1
"5155",160,155,793,0.72,1
"5156",96,156,6560,0.72,1
"5157",97,156,6560,0.72,1
"5158",160,156,795,0.72,1
"5159",62,159,9140,0.72,1
"5160",175,159,7727,0.72,1
"5161",62,160,9155,0.72,1
"5162",175,160,7723,0.72,1
"5163",73,169,2500,0.72,1
"5164",73,170,2501,0.72,1
"5165",145,170,8649,0.72,1
"5166",59,179,8888,0.72,1
"5167",107,184,4498,0.72,1
"5168",90,92,3558,0.72,1
"5169",66,107,8454,0.72,1
"5170",45,117,2996,0.72,1
"5171",78,130,3017,0.72,1
"5172",188,130,3159,0.72,1
"5173",151,138,1626,0.72,1
"5174",161,152,9364,0.72,1
"5175",161,153,9363,0.72,1
"5176",72,165,66,0.72,1
"5177",178,170,2130,0.72,1
"5178",71,179,1128,0.72,1
"5179",161,191,2454,0.72,1
"5180",134,208,5409,0.72,1
"5181",135,208,5415,0.72,1
"5182",134,209,5415,0.72,1
"5183",135,209,5416,0.72,1
"5184",111,80,6175,0.72,1
"5185",113,83,9521,0.72,1
"5186",122,98,9473,0.72,1
"5187",83,114,9360,0.72,1
"5188",79,123,6493,0.72,2
"5189",131,123,9153,0.72,1
"5190",79,124,6493,0.72,1
"5191",131,124,9149,0.72,1
"5192",137,131,2919,0.72,1
"5193",138,151,5060,0.72,1
"5194",139,151,5059,0.72,1
"5195",138,152,5063,0.72,1
"5196",139,152,5065,0.72,1
"5197",162,160,2959,0.72,1
"5198",67,167,6553,0.72,1
"5199",95,167,5087,0.72,1
"5200",95,168,5088,0.72,1
"5201",96,168,5088,0.72,1
"5202",97,172,670,0.72,1
"5203",130,197,3020,0.72,1
"5204",131,197,3032,0.72,1
"5205",127,200,6975,0.72,1
"5206",128,200,6965,0.72,1
"5207",134,68,9152,0.72,1
"5208",131,83,1672,0.72,1
"5209",111,86,7900,0.72,1
"5210",69,87,1349,0.72,1
"5211",156,102,5195,0.72,1
"5212",157,102,5189,0.72,1
"5213",79,103,8284,0.72,1
"5214",92,107,12,0.72,1
"5215",113,109,6681,0.72,1
"5216",108,114,665,0.72,1
"5217",109,114,661,0.72,1
"5218",108,115,661,0.72,1
"5219",55,129,7110,0.72,1
"5220",72,130,5962,0.72,1
"5221",73,130,5966,0.72,1
"5222",76,135,3354,0.72,1
"5223",96,146,7847,0.72,1
"5224",165,172,5152,0.72,1
"5225",163,178,735,0.72,1
"5226",144,185,5080,0.72,1
"5227",145,185,5083,0.72,1
"5228",144,194,9371,0.72,1
"5229",97,207,3329,0.72,1
"5230",98,70,671,0.72,1
"5231",140,74,8980,0.72,1
"5232",140,75,8979,0.72,1
"5233",115,81,9118,0.72,1
"5234",115,82,9117,0.72,1
"5235",126,91,8729,0.72,1
"5236",106,95,8778,0.72,1
"5237",57,97,964,0.72,1
"5238",56,98,964,0.72,1
"5239",57,98,970,0.72,1
"5240",58,98,969,0.72,1
"5241",57,99,966,0.72,1
"5242",58,99,958,0.72,1
"5243",163,100,7684,0.72,1
"5244",118,104,9436,0.72,1
"5245",50,106,5563,0.72,1
"5246",104,108,6788,0.72,1
"5247",87,109,1227,0.72,1
"5248",89,109,5064,0.72,1
"5249",75,118,369,0.72,1
"5250",146,119,3358,0.72,1
"5251",108,122,1076,0.72,1
"5252",109,122,1076,0.72,1
"5253",53,128,8896,0.72,1
"5254",54,128,8899,0.72,1
"5255",162,128,5146,0.72,1
"5256",53,129,8895,0.72,1
"5257",54,129,8900,0.72,1
"5258",162,129,5143,0.72,1
"5259",145,149,8659,0.72,1
"5260",144,150,8657,0.72,1
"5261",145,150,8659,0.72,1
"5262",137,152,4666,0.72,1
"5263",101,154,4077,0.72,1
"5264",179,157,8634,0.72,1
"5265",180,157,8634,0.72,2
"5266",82,165,150,0.72,1
"5267",60,176,9565,0.72,1
"5268",99,183,3987,0.72,1
"5269",99,184,3990,0.72,1
"5270",160,193,8165,0.72,1
"5271",117,197,7316,0.72,1
"5272",150,204,3119,0.72,1
"5273",111,69,7838,0.72,2
"5274",138,82,8061,0.72,1
"5275",138,83,8061,0.72,1
"5276",75,84,9546,0.72,1
"5277",100,84,5111,0.72,1
"5278",100,85,5114,0.72,1
"5279",67,89,3902,0.72,1
"5280",68,89,3903,0.72,1
"5281",91,92,580,0.72,1
"5282",164,97,875,0.72,1
"5283",165,97,873,0.72,1
"5284",164,98,878,0.72,1
"5285",165,98,878,0.72,1
"5286",60,106,1421,0.72,1
"5287",61,106,1425,0.72,1
"5288",128,122,2168,0.72,1
"5289",98,124,398,0.72,1
"5290",85,133,102,0.72,1
"5291",143,137,3154,0.72,1
"5292",57,139,2185,0.72,1
"5293",78,139,3522,0.72,1
"5294",121,139,5372,0.72,1
"5295",122,139,5365,0.72,1
"5296",121,140,5366,0.72,1
"5297",99,142,4879,0.72,1
"5298",96,143,8543,0.72,1
"5299",97,149,7835,0.72,1
"5300",134,161,3852,0.72,1
"5301",135,161,3851,0.72,1
"5302",134,162,3853,0.72,1
"5303",135,162,3851,0.72,1
"5304",161,166,6076,0.72,1
"5305",97,167,6303,0.72,1
"5306",97,168,6300,0.72,1
"5307",105,174,8666,0.72,1
"5308",106,174,8668,0.72,1
"5309",105,175,8666,0.72,1
"5310",130,185,5248,0.72,1
"5311",131,185,5251,0.72,1
"5312",163,187,3019,0.72,1
"5313",164,187,3020,0.72,1
"5314",57,190,5426,0.72,1
"5315",84,75,8440,0.72,1
"5316",127,84,3628,0.72,1
"5317",136,103,3485,0.72,1
"5318",107,104,4977,0.72,1
"5319",136,104,3486,0.72,1
"5320",137,104,3473,0.72,1
"5321",130,114,9452,0.72,1
"5322",130,115,9461,0.72,1
"5323",147,122,9800,0.72,1
"5324",137,124,3408,0.72,1
"5325",185,124,9402,0.72,1
"5326",186,124,9404,0.72,1
"5327",137,125,3403,0.72,1
"5328",171,129,1405,0.72,1
"5329",171,130,1404,0.72,1
"5330",160,131,5148,0.72,2
"5331",160,132,5153,0.72,2
"5332",161,132,5149,0.72,2
"5333",184,149,4447,0.72,1
"5334",170,177,8613,0.72,1
"5335",109,199,5581,0.72,1
"5336",144,199,3039,0.72,1
"5337",144,200,3044,0.72,1
"5338",154,80,2668,0.72,1
"5339",155,80,2658,0.72,1
"5340",153,81,2657,0.72,1
"5341",154,81,2670,0.72,2
"5342",155,81,2667,0.72,1
"5343",95,84,2380,0.72,1
"5344",95,87,5069,0.72,1
"5345",65,88,5835,0.72,1
"5346",66,88,5835,0.72,1
"5347",70,88,8013,0.72,1
"5348",70,89,8022,0.72,1
"5349",149,107,2667,0.72,1
"5350",93,108,6720,0.72,1
"5351",149,108,2672,0.72,1
"5352",61,112,3689,0.72,1
"5353",88,115,5342,0.72,1
"5354",151,116,3077,0.72,1
"5355",152,116,3086,0.72,1
"5356",70,120,4874,0.72,1
"5357",49,125,480,0.72,1
"5358",141,126,4242,0.72,1
"5359",141,127,4239,0.72,1
"5360",175,130,9498,0.72,1
"5361",176,130,9491,0.72,1
"5362",175,131,9486,0.72,1
"5363",74,132,2680,0.72,1
"5364",130,140,2696,0.72,1
"5365",44,147,3673,0.72,1
"5366",44,148,3665,0.72,1
"5367",174,165,9137,0.72,1
"5368",158,166,1971,0.72,1
"5369",158,167,1968,0.72,1
"5370",84,176,6820,0.72,1
"5371",157,185,2557,0.72,1
"5372",108,188,342,0.72,1
"5373",108,189,340,0.72,1
"5374",128,194,587,0.72,1
"5375",132,204,1756,0.72,1
"5376",111,69,9297,0.72,1
"5377",121,69,2931,0.72,1
"5378",140,71,2666,0.72,1
"5379",99,79,9827,0.72,2
"5380",100,79,9829,0.72,2
"5381",119,79,4209,0.72,1
"5382",100,80,9826,0.72,1
"5383",119,80,4209,0.72,1
"5384",113,85,466,0.72,1
"5385",157,85,6409,0.72,1
"5386",113,86,467,0.72,1
"5387",124,90,8659,0.72,1
"5388",125,90,8661,0.72,1
"5389",125,91,8653,0.72,1
"5390",80,92,3295,0.72,1
"5391",159,106,967,0.72,1
"5392",128,114,3246,0.72,1
"5393",150,120,4338,0.72,1
"5394",169,121,8277,0.72,1
"5395",170,121,8276,0.72,1
"5396",79,123,2275,0.72,1
"5397",45,126,8454,0.72,1
"5398",63,142,6006,0.72,1
"5399",64,142,6018,0.72,1
"5400",177,158,7826,0.72,1
"5401",178,158,7830,0.72,1
"5402",132,162,1975,0.72,1
"5403",132,163,1977,0.72,1
"5404",133,163,1974,0.72,1
"5405",150,168,7640,0.72,1
"5406",142,169,9444,0.72,1
"5407",150,179,8241,0.72,1
"5408",150,180,8243,0.72,1
"5409",76,197,1236,0.72,1
"5410",76,198,1244,0.72,1
"5411",124,199,4636,0.72,1
"5412",125,199,4635,0.72,1
"5413",119,75,5582,0.72,1
"5414",119,76,5584,0.72,1
"5415",99,78,7583,0.72,1
"5416",100,78,7590,0.72,1
"5417",99,79,7585,0.72,1
"5418",100,79,7591,0.72,1
"5419",115,91,9350,0.72,1
"5420",132,91,5882,0.72,1
"5421",133,91,5883,0.72,1
"5422",115,92,9351,0.72,2
"5423",132,92,5883,0.72,1
"5424",133,92,5883,0.72,1
"5425",78,97,8816,0.72,1
"5426",78,98,8817,0.72,1
"5427",136,106,7009,0.72,1
"5428",136,107,7000,0.72,1
"5429",73,108,7251,0.72,1
"5430",74,108,7248,0.72,1
"5431",73,109,7251,0.72,1
"5432",121,118,7470,0.72,1
"5433",87,130,6148,0.72,1
"5434",89,139,138,0.72,1
"5435",89,140,135,0.72,1
"5436",150,140,2269,0.72,1
"5437",150,141,2272,0.72,1
"5438",151,141,2268,0.72,1
"5439",96,144,4939,0.72,1
"5440",96,145,4941,0.72,1
"5441",101,145,3362,0.72,1
"5442",185,149,3218,0.72,1
"5443",186,149,3220,0.72,1
"5444",48,151,4059,0.72,1
"5445",49,151,4059,0.72,1
"5446",101,152,2540,0.72,1
"5447",180,156,6549,0.72,1
"5448",180,157,6547,0.72,1
"5449",152,158,4403,0.72,1
"5450",88,163,9332,0.72,1
"5451",88,164,9332,0.72,1
"5452",101,188,9427,0.72,1
"5453",102,188,9430,0.72,1
"5454",101,189,9433,0.72,2
"5455",102,189,9425,0.72,1
"5456",150,195,2496,0.72,1
"5457",149,196,2494,0.72,1
"5458",150,196,2500,0.72,1
"5459",155,198,1757,0.72,1
"5460",101,76,6298,0.72,1
"5461",118,90,8387,0.72,1
"5462",118,91,8386,0.72,1
"5463",129,100,7337,0.72,1
"5464",130,100,7336,0.72,1
"5465",129,101,7336,0.72,1
"5466",130,101,7335,0.72,2
"5467",100,104,6219,0.72,1
"5468",156,104,4872,0.72,1
"5469",157,104,4872,0.72,1
"5470",100,105,6224,0.72,2
"5471",121,107,8141,0.72,1
"5472",122,107,8131,0.72,1
"5473",76,110,7711,0.72,1
"5474",60,111,384,0.72,1
"5475",76,111,7701,0.72,1
"5476",93,114,9047,0.72,1
"5477",66,117,7377,0.72,1
"5478",67,117,7374,0.72,1
"5479",66,118,7374,0.72,1
"5480",67,118,7373,0.72,1
"5481",156,128,2039,0.72,1
"5482",157,128,2043,0.72,1
"5483",150,129,2545,0.72,1
"5484",157,129,2038,0.72,1
"5485",162,130,2529,0.72,1
"5486",163,130,2532,0.72,1
"5487",163,131,2530,0.72,1
"5488",152,142,6604,0.72,1
"5489",153,142,6605,0.72,1
"5490",152,143,6603,0.72,1
"5491",153,143,6602,0.72,1
"5492",115,163,7584,0.72,1
"5493",115,164,7582,0.72,1
"5494",179,165,6376,0.72,1
"5495",79,90,404,0.72,1
"5496",124,112,3931,0.72,1
"5497",125,112,3932,0.72,1
"5498",124,113,3932,0.72,1
"5499",125,113,3932,0.72,1
"5500",70,117,4858,0.72,1
"5501",129,117,6748,0.72,1
"5502",130,117,6746,0.72,1
"5503",116,120,9247,0.72,1
"5504",117,121,9245,0.72,1
"5505",173,122,6017,0.72,1
"5506",117,129,7014,0.72,1
"5507",164,129,129,0.72,1
"5508",165,129,127,0.72,1
"5509",164,130,127,0.72,1
"5510",165,130,128,0.72,1
"5511",94,131,9308,0.72,1
"5512",118,132,9258,0.72,1
"5513",118,133,9261,0.72,1
"5514",119,133,9250,0.72,1
"5515",65,140,5692,0.72,1
"5516",72,144,3102,0.72,1
"5517",73,144,3107,0.72,1
"5518",97,151,3001,0.72,1
"5519",178,151,5077,0.72,1
"5520",179,151,5077,0.72,1
"5521",164,155,6357,0.72,1
"5522",164,156,6361,0.72,1
"5523",116,171,7321,0.72,1
"5524",165,188,489,0.72,1
"5525",157,198,4666,0.72,1
"5526",120,75,8810,0.72,1
"5527",69,84,1024,0.72,1
"5528",91,86,2668,0.72,1
"5529",92,86,2669,0.72,1
"5530",91,87,2670,0.72,1
"5531",92,87,2671,0.72,1
"5532",79,93,9284,0.72,1
"5533",80,93,9284,0.72,1
"5534",79,94,9280,0.72,1
"5535",80,94,9279,0.72,1
"5536",72,100,8134,0.72,1
"5537",55,104,261,0.72,1
"5538",55,105,262,0.72,1
"5539",168,112,946,0.72,1
"5540",79,120,4592,0.72,1
"5541",80,120,4594,0.72,2
"5542",168,120,101,0.72,1
"5543",79,121,4592,0.72,1
"5544",80,121,4593,0.72,1
"5545",99,122,2045,0.72,1
"5546",99,123,2044,0.72,1
"5547",127,127,8867,0.72,1
"5548",128,127,8868,0.72,1
"5549",93,128,1675,0.72,1
"5550",94,128,1683,0.72,1
"5551",128,128,8858,0.72,1
"5552",94,129,1681,0.72,1
"5553",165,133,1949,0.72,1
"5554",175,138,7094,0.72,1
"5555",182,144,7925,0.72,1
"5556",77,149,2323,0.72,1
"5557",68,155,5518,0.72,1
"5558",155,155,1215,0.72,1
"5559",156,155,1211,0.72,1
"5560",81,158,7341,0.72,1
"5561",161,158,9205,0.72,1
"5562",162,158,9202,0.72,1
"5563",81,159,7334,0.72,1
"5564",180,175,35,0.72,1
"5565",96,176,5900,0.72,1
