"","signal","voltage","threshold","delay","nPixel","sensor","LED","lambda","comment","depth","Id"
"227",37.8909830089043,3.5,385,100,2378.08951424729,"C7W260","Green",525,"",200,"C7W260  :    :  200  (nm)"
"228",22.711743772242,3,385,100,34.3455697813306,"C7W260","Green",525,"",200,"C7W260  :    :  200  (nm)"
"229",51.1525479814692,4.5,385,100,3813.40282696833,"C7W260","Green",525,"",200,"C7W260  :    :  200  (nm)"
"230",46.2636699806014,4,385,100,3364.74713974538,"C7W260","Green",525,"",200,"C7W260  :    :  200  (nm)"
"231",55.738789108873,5.5,385,100,4232.88544415882,"C7W260","Green",525,"",200,"C7W260  :    :  200  (nm)"
"232",55.3860680764446,5,385,100,4014.93092133607,"C7W260","Green",525,"",200,"C7W260  :    :  200  (nm)"
"233",65.4687723992928,6.5,385,100,4204.91658579048,"C7W260","Green",525,"",200,"C7W260  :    :  200  (nm)"
"234",62.7676952748312,6,385,100,4149.26568969075,"C7W260","Green",525,"",200,"C7W260  :    :  200  (nm)"
"235",71.1333702268954,7.5,385,100,4262.51260998857,"C7W260","Green",525,"",200,"C7W260  :    :  200  (nm)"
"236",68.6520079202286,7,385,100,4232.13244917414,"C7W260","Green",525,"",200,"C7W260  :    :  200  (nm)"
"237",76.2498452771582,8.5,385,100,4281.84779955377,"C7W260","Green",525,"",200,"C7W260  :    :  200  (nm)"
"238",73.5666611946249,8,385,100,4277.24632234154,"C7W260","Green",525,"",200,"C7W260  :    :  200  (nm)"
"239",81.5579837202011,9.5,385,100,4320.89049577012,"C7W260","Green",525,"",200,"C7W260  :    :  200  (nm)"
"240",79.0806558597977,9,385,100,4310.69273546313,"C7W260","Green",525,"",200,"C7W260  :    :  200  (nm)"
"241",95.7584620735306,10,390,100,4427.17720031738,"E7W260","Green",525,"",-1,"E7W260  :    :  -1  (nm)"
"242",52.0964345441167,3.5,390,100,4210.46590838852,"E7W260","Green",525,"",-1,"E7W260  :    :  -1  (nm)"
"243",41.5684468503407,3,390,100,2590.53659146482,"E7W260","Green",525,"",-1,"E7W260  :    :  -1  (nm)"
"244",64.454531633727,4.5,390,100,4454.74950129813,"E7W260","Green",525,"",-1,"E7W260  :    :  -1  (nm)"
"245",56.8425840187374,4,390,100,4336.02689695263,"E7W260","Green",525,"",-1,"E7W260  :    :  -1  (nm)"
"246",68.5826366276512,5.5,390,100,4436.92491536502,"E7W260","Green",525,"",-1,"E7W260  :    :  -1  (nm)"
"247",63.3754140711265,5,390,100,4655.32676491721,"E7W260","Green",525,"",-1,"E7W260  :    :  -1  (nm)"
"248",74.6371922518911,6.5,390,100,4387.94258942941,"E7W260","Green",525,"",-1,"E7W260  :    :  -1  (nm)"
"249",70.7158786012756,6,390,100,4379.9147604801,"E7W260","Green",525,"",-1,"E7W260  :    :  -1  (nm)"
"250",81.5782605740695,7.5,390,100,4611.45272429421,"E7W260","Green",525,"",-1,"E7W260  :    :  -1  (nm)"
"251",80.3512937735349,7,390,100,4404.0156296782,"E7W260","Green",525,"",-1,"E7W260  :    :  -1  (nm)"
"252",87.8170048905343,8.5,390,100,4365.12894824148,"E7W260","Green",525,"",-1,"E7W260  :    :  -1  (nm)"
"253",85.6440405893482,8,390,100,4584.01890779295,"E7W260","Green",525,"",-1,"E7W260  :    :  -1  (nm)"
"254",94.5713266022726,9.5,390,100,4397.21709064275,"E7W260","Green",525,"",-1,"E7W260  :    :  -1  (nm)"
"255",91.0846972317348,9,390,100,4410.77348369043,"E7W260","Green",525,"",-1,"E7W260  :    :  -1  (nm)"
"256",109.957810546785,10,300,100,4324.33911132812,"H9W261","Green",525,"",50,"H9W261  :    :  50  (nm)"
"257",57.1259889023184,3.5,300,100,3893.7582365782,"H9W261","Green",525,"",50,"H9W261  :    :  50  (nm)"
"258",39.6306484946657,3,300,100,1129.70261146209,"H9W261","Green",525,"",50,"H9W261  :    :  50  (nm)"
"259",72.8133425134077,4.5,300,100,4126.46567860148,"H9W261","Green",525,"",50,"H9W261  :    :  50  (nm)"
"260",62.5852362875645,4,300,100,4239.40854924331,"H9W261","Green",525,"",50,"H9W261  :    :  50  (nm)"
"261",83.0467322295531,5.5,300,100,4322.87485200605,"H9W261","Green",525,"",50,"H9W261  :    :  50  (nm)"
"262",76.5370826798118,5,300,100,4237.01739668818,"H9W261","Green",525,"",50,"H9W261  :    :  50  (nm)"
"263",88.0067667165756,6.5,300,100,4315.35540011863,"H9W261","Green",525,"",50,"H9W261  :    :  50  (nm)"
"264",85.4863820519426,6,300,100,4218.51172896462,"H9W261","Green",525,"",50,"H9W261  :    :  50  (nm)"
"265",95.6213287644274,7.5,300,100,4525.57772734018,"H9W261","Green",525,"",50,"H9W261  :    :  50  (nm)"
"266",93.2616133502579,7,300,100,4278.21183887048,"H9W261","Green",525,"",50,"H9W261  :    :  50  (nm)"
"267",101.444435417416,8.5,300,100,4356.51672022217,"H9W261","Green",525,"",50,"H9W261  :    :  50  (nm)"
"268",98.2605244836389,8,300,100,4323.28499701828,"H9W261","Green",525,"",50,"H9W261  :    :  50  (nm)"
"269",107.059276137261,9.5,300,100,4322.11768776893,"H9W261","Green",525,"",50,"H9W261  :    :  50  (nm)"
"270",104.339533439161,9,300,100,4369.0726396898,"H9W261","Green",525,"",50,"H9W261  :    :  50  (nm)"
"271",184.915700787776,10,400,100,4247.82470703125,"H5W261","Green",525,"NS",120,"H5W261  :  NS  :  120  (nm)"
"272",123.327002085835,3.5,400,100,3277.96200528089,"H5W261","Green",525,"NS",120,"H5W261  :  NS  :  120  (nm)"
"273",88.0594878032744,3,400,100,3079.60002319718,"H5W261","Green",525,"NS",120,"H5W261  :  NS  :  120  (nm)"
"274",192.207115572533,4.5,400,100,3401.15615386967,"H5W261","Green",525,"NS",120,"H5W261  :  NS  :  120  (nm)"
"275",159.004436529989,4,400,100,3237.51031714659,"H5W261","Green",525,"NS",120,"H5W261  :  NS  :  120  (nm)"
"276",250.348587197103,5.5,400,100,3631.32224371017,"H5W261","Green",525,"NS",120,"H5W261  :  NS  :  120  (nm)"
"277",222.979777857399,5,400,100,3636.794552464,"H5W261","Green",525,"NS",120,"H5W261  :  NS  :  120  (nm)"
"278",269.059078221151,6.5,400,100,3756.31474074278,"H5W261","Green",525,"NS",120,"H5W261  :  NS  :  120  (nm)"
"279",262.778004342213,6,400,100,3655.89121878574,"H5W261","Green",525,"NS",120,"H5W261  :  NS  :  120  (nm)"
"280",204.626924330048,7.5,400,100,4091.47439554447,"H5W261","Green",525,"NS",120,"H5W261  :  NS  :  120  (nm)"
"281",228.127468349758,7,400,100,4001.48888487701,"H5W261","Green",525,"NS",120,"H5W261  :  NS  :  120  (nm)"
"282",190.934123085813,8.5,400,100,4194.6859998491,"H5W261","Green",525,"NS",120,"H5W261  :  NS  :  120  (nm)"
"283",197.553423893217,8,400,100,4032.35408532333,"H5W261","Green",525,"NS",120,"H5W261  :  NS  :  120  (nm)"
"284",189.376032083038,9.5,400,100,4134.63839026277,"H5W261","Green",525,"NS",120,"H5W261  :  NS  :  120  (nm)"
"285",191.040679420866,9,400,100,4171.84703757933,"H5W261","Green",525,"NS",120,"H5W261  :  NS  :  120  (nm)"
"286",187.632635716562,10,340,100,4468.02736663818,"H6W261","Green",525,"NS",200,"H6W261  :  NS  :  200  (nm)"
"287",114.094152686603,3.5,340,100,3292.33519750093,"H6W261","Green",525,"NS",200,"H6W261  :  NS  :  200  (nm)"
"288",89.5747078664258,3,340,100,3133.10010401763,"H6W261","Green",525,"NS",200,"H6W261  :  NS  :  200  (nm)"
"289",163.468560354218,4.5,340,100,3668.56010837575,"H6W261","Green",525,"NS",200,"H6W261  :  NS  :  200  (nm)"
"290",137.959903780666,4,340,100,3409.88204109213,"H6W261","Green",525,"NS",200,"H6W261  :  NS  :  200  (nm)"
"291",196.588377223218,5.5,340,100,3695.19599129112,"H6W261","Green",525,"NS",200,"H6W261  :  NS  :  200  (nm)"
"292",182.283623319865,5,340,100,3970.57646788786,"H6W261","Green",525,"NS",200,"H6W261  :  NS  :  200  (nm)"
"293",210.358022537259,6.5,340,100,4089.00787463468,"H6W261","Green",525,"NS",200,"H6W261  :  NS  :  200  (nm)"
"294",211.251131939438,6,340,100,3713.60006333899,"H6W261","Green",525,"NS",200,"H6W261  :  NS  :  200  (nm)"
"295",200.488295342404,7.5,340,100,4058.91946716321,"H6W261","Green",525,"NS",200,"H6W261  :  NS  :  200  (nm)"
"296",208.038877253061,7,340,100,4097.78777107137,"H6W261","Green",525,"NS",200,"H6W261  :  NS  :  200  (nm)"
"297",191.358615512927,8.5,340,100,4372.39925725512,"H6W261","Green",525,"NS",200,"H6W261  :  NS  :  200  (nm)"
"298",195.627806405647,8,340,100,4312.76779441692,"H6W261","Green",525,"NS",200,"H6W261  :  NS  :  200  (nm)"
"299",189.249498433705,9.5,340,100,4258.357492004,"H6W261","Green",525,"NS",200,"H6W261  :  NS  :  200  (nm)"
"300",192.701339114017,9,340,100,4175.20113631724,"H6W261","Green",525,"NS",200,"H6W261  :  NS  :  200  (nm)"
"301",80.6050919311758,10,360,100,7331.93828582764,"H4W261","Green",525,"NS",300,"H4W261  :  NS  :  300  (nm)"
"302",126.874322004284,3.5,360,100,3344.01138103158,"H4W261","Green",525,"NS",300,"H4W261  :  NS  :  300  (nm)"
"303",91.5569396142902,3,360,100,3198.18304636265,"H4W261","Green",525,"NS",300,"H4W261  :  NS  :  300  (nm)"
"304",190.834038146198,4.5,360,100,3581.64476048097,"H4W261","Green",525,"NS",300,"H4W261  :  NS  :  300  (nm)"
"305",157.532375264768,4,360,100,3485.27763871147,"H4W261","Green",525,"NS",300,"H4W261  :  NS  :  300  (nm)"
"306",246.122186224597,5.5,360,100,3776.38116508033,"H4W261","Green",525,"NS",300,"H4W261  :  NS  :  300  (nm)"
"307",221.528972512539,5,360,100,3658.52853275521,"H4W261","Green",525,"NS",300,"H4W261  :  NS  :  300  (nm)"
"308",266.324165636588,6.5,360,100,3823.16885286051,"H4W261","Green",525,"NS",300,"H4W261  :  NS  :  300  (nm)"
"309",261.831591139424,6,360,100,3793.78508218546,"H4W261","Green",525,"NS",300,"H4W261  :  NS  :  300  (nm)"
"310",191.178031975126,7.5,360,100,4380.20761639611,"H4W261","Green",525,"NS",300,"H4W261  :  NS  :  300  (nm)"
"311",228.956961152541,7,360,100,3968.75471345447,"H4W261","Green",525,"NS",300,"H4W261  :  NS  :  300  (nm)"
"312",135.447116786641,8.5,360,100,5172.68772841399,"H4W261","Green",525,"NS",300,"H4W261  :  NS  :  300  (nm)"
"313",161.208125521379,8,360,100,4310.37782990976,"H4W261","Green",525,"NS",300,"H4W261  :  NS  :  300  (nm)"
"314",88.7540108403536,9.5,360,100,7703.72666431013,"H4W261","Green",525,"NS",300,"H4W261  :  NS  :  300  (nm)"
"315",111.751863991193,9,360,100,6432.09561105092,"H4W261","Green",525,"NS",300,"H4W261  :  NS  :  300  (nm)"
"316",47.9908618276345,10,360,100,2078.07243347168,"H4W261","Yellow",595,"",300,"H4W261  :    :  300  (nm)"
"317",22.3369245837414,3.5,360,100,137.067043580755,"H4W261","Yellow",595,"",300,"H4W261  :    :  300  (nm)"
"318",15.906976744186,3,360,100,22.9942715694937,"H4W261","Yellow",595,"",300,"H4W261  :    :  300  (nm)"
"319",32.1034292797135,4.5,360,100,440.161447514098,"H4W261","Yellow",595,"",300,"H4W261  :    :  300  (nm)"
"320",26.7356656948494,4,360,100,343.8188994626,"H4W261","Yellow",595,"",300,"H4W261  :    :  300  (nm)"
"321",40.5265986447543,5.5,360,100,632.773582113074,"H4W261","Yellow",595,"",300,"H4W261  :    :  300  (nm)"
"322",36.6859316967117,5,360,100,508.702453181423,"H4W261","Yellow",595,"",300,"H4W261  :    :  300  (nm)"
"323",42.8963678438475,6.5,360,100,1078.52761974803,"H4W261","Yellow",595,"",300,"H4W261  :    :  300  (nm)"
"324",43.1585470609891,6,360,100,817.67979341053,"H4W261","Yellow",595,"",300,"H4W261  :    :  300  (nm)"
"325",42.4517002037697,7.5,360,100,1985.85320983847,"H4W261","Yellow",595,"",300,"H4W261  :    :  300  (nm)"
"326",42.6461622438697,7,360,100,1304.9777772011,"H4W261","Yellow",595,"",300,"H4W261  :    :  300  (nm)"
"327",46.9317290014543,8.5,360,100,1824.87633128696,"H4W261","Yellow",595,"",300,"H4W261  :    :  300  (nm)"
"328",44.2238106752101,8,360,100,2082.32916808382,"H4W261","Yellow",595,"",300,"H4W261  :    :  300  (nm)"
"329",47.1406411582213,9.5,360,100,1992.55785814127,"H4W261","Yellow",595,"",300,"H4W261  :    :  300  (nm)"
"330",46.9546407427031,9,360,100,2406.01916991779,"H4W261","Yellow",595,"",300,"H4W261  :    :  300  (nm)"
"331",48.0557257476295,10,385,100,1725.06785583496,"C7W260","Yellow",595,"",200,"C7W260  :    :  200  (nm)"
"332",20.8808510638298,3.5,385,100,22.3986340863339,"C7W260","Yellow",595,"",200,"C7W260  :    :  200  (nm)"
"333",54.4705882352941,3,385,100,6.75171165205781,"C7W260","Yellow",595,"",200,"C7W260  :    :  200  (nm)"
"334",33.2970474202207,4.5,385,100,186.07283354132,"C7W260","Yellow",595,"",200,"C7W260  :    :  200  (nm)"
"335",29.5621064682313,4,385,100,97.6972981888457,"C7W260","Yellow",595,"",200,"C7W260  :    :  200  (nm)"
"336",36.6654388549779,5.5,385,100,505.187606234166,"C7W260","Yellow",595,"",200,"C7W260  :    :  200  (nm)"
"337",35.0639534883721,5,385,100,310.618599295819,"C7W260","Yellow",595,"",200,"C7W260  :    :  200  (nm)"
"338",42.1115249623952,6.5,385,100,742.517350423049,"C7W260","Yellow",595,"",200,"C7W260  :    :  200  (nm)"
"339",39.1955786521488,6,385,100,591.208970102979,"C7W260","Yellow",595,"",200,"C7W260  :    :  200  (nm)"
"340",43.1805743569909,7.5,385,100,1040.98520700258,"C7W260","Yellow",595,"",200,"C7W260  :    :  200  (nm)"
"341",42.4413493920886,7,385,100,892.814512224592,"C7W260","Yellow",595,"",200,"C7W260  :    :  200  (nm)"
"342",45.0540550678971,8.5,385,100,1361.8249241152,"C7W260","Yellow",595,"",200,"C7W260  :    :  200  (nm)"
"343",44.2768877780964,8,385,100,1274.10243382439,"C7W260","Yellow",595,"",200,"C7W260  :    :  200  (nm)"
"344",47.357504589479,9.5,385,100,1603.6682874726,"C7W260","Yellow",595,"",200,"C7W260  :    :  200  (nm)"
"345",46.3869735755574,9,385,100,1509.45136769922,"C7W260","Yellow",595,"",200,"C7W260  :    :  200  (nm)"
"346",57.3925739957717,10,390,100,2361.85539627075,"E7W260","Yellow",595,"",-1,"E7W260  :    :  -1  (nm)"
"347",49.7159369527145,3.5,390,100,174.09239741401,"E7W260","Yellow",595,"",-1,"E7W260  :    :  -1  (nm)"
"348",93.8623529411765,3,390,100,99.941505608363,"E7W260","Yellow",595,"",-1,"E7W260  :    :  -1  (nm)"
"349",42.6706129760885,4.5,390,100,766.75552547742,"E7W260","Yellow",595,"",-1,"E7W260  :    :  -1  (nm)"
"350",42.5307167235495,4,390,100,373.220407019664,"E7W260","Yellow",595,"",-1,"E7W260  :    :  -1  (nm)"
"351",47.4220901971375,5.5,390,100,1002.41529697496,"E7W260","Yellow",595,"",-1,"E7W260  :    :  -1  (nm)"
"352",43.7858967807869,5,390,100,760.651821928591,"E7W260","Yellow",595,"",-1,"E7W260  :    :  -1  (nm)"
"353",49.8534984856721,6.5,390,100,1348.47227602352,"E7W260","Yellow",595,"",-1,"E7W260  :    :  -1  (nm)"
"354",47.854394175767,6,390,100,1405.91067404227,"E7W260","Yellow",595,"",-1,"E7W260  :    :  -1  (nm)"
"355",51.6169351340409,7.5,390,100,1886.14773542533,"E7W260","Yellow",595,"",-1,"E7W260  :    :  -1  (nm)"
"356",48.5804527712724,7,390,100,1583.9447329478,"E7W260","Yellow",595,"",-1,"E7W260  :    :  -1  (nm)"
"357",52.4815469930204,8.5,390,100,2253.94636334368,"E7W260","Yellow",595,"",-1,"E7W260  :    :  -1  (nm)"
"358",51.9003631233836,8,390,100,1946.00004758141,"E7W260","Yellow",595,"",-1,"E7W260  :    :  -1  (nm)"
"359",56.1002368866328,9.5,390,100,2321.64359092721,"E7W260","Yellow",595,"",-1,"E7W260  :    :  -1  (nm)"
"360",55.8158535421043,9,390,100,2150.89841011732,"E7W260","Yellow",595,"",-1,"E7W260  :    :  -1  (nm)"
"361",65.7280087827638,10,300,100,2178.53805541992,"H9W261","Yellow",595,"",50,"H9W261  :    :  50  (nm)"
"362",39.5037878787879,3.5,300,100,131.451512409316,"H9W261","Yellow",595,"",50,"H9W261  :    :  50  (nm)"
"363",80.4581005586592,3,300,100,29.277623084092,"H9W261","Yellow",595,"",50,"H9W261  :    :  50  (nm)"
"364",46.5594626168224,4.5,300,100,292.003347926375,"H9W261","Yellow",595,"",50,"H9W261  :    :  50  (nm)"
"365",43.4467756183746,4,300,100,216.109127051063,"H9W261","Yellow",595,"",50,"H9W261  :    :  50  (nm)"
"366",54.1776591138692,5.5,300,100,757.986831873182,"H9W261","Yellow",595,"",50,"H9W261  :    :  50  (nm)"
"367",48.8713568592193,5,300,100,648.043760274566,"H9W261","Yellow",595,"",50,"H9W261  :    :  50  (nm)"
"368",57.0134709347459,6.5,300,100,1182.57107743027,"H9W261","Yellow",595,"",50,"H9W261  :    :  50  (nm)"
"369",53.8059820142098,6,300,100,1214.01001466957,"H9W261","Yellow",595,"",50,"H9W261  :    :  50  (nm)"
"370",58.2331520843632,7.5,300,100,1496.61767198565,"H9W261","Yellow",595,"",50,"H9W261  :    :  50  (nm)"
"371",56.4347073978653,7,300,100,1160.52831958327,"H9W261","Yellow",595,"",50,"H9W261  :    :  50  (nm)"
"372",62.2593376973431,8.5,300,100,1727.90957551636,"H9W261","Yellow",595,"",50,"H9W261  :    :  50  (nm)"
"373",60.6094850055424,8,300,100,1693.55021650233,"H9W261","Yellow",595,"",50,"H9W261  :    :  50  (nm)"
"374",62.5366993813666,9.5,300,100,2317.57670126003,"H9W261","Yellow",595,"",50,"H9W261  :    :  50  (nm)"
"375",62.2070429139008,9,300,100,2126.29547038403,"H9W261","Yellow",595,"",50,"H9W261  :    :  50  (nm)"
"376",130.913482257907,10,400,100,4648.44394683838,"H5W261","Yellow",595,"NS",120,"H5W261  :  NS  :  120  (nm)"
"377",57.7550307746277,3.5,400,100,3012.30405129232,"H5W261","Yellow",595,"NS",120,"H5W261  :  NS  :  120  (nm)"
"378",53.1579316223127,3,400,100,2710.8241907197,"H5W261","Yellow",595,"NS",120,"H5W261  :  NS  :  120  (nm)"
"379",67.5894104403727,4.5,400,100,3669.87536587561,"H5W261","Yellow",595,"NS",120,"H5W261  :  NS  :  120  (nm)"
"380",66.4997393757282,4,400,100,3276.84266066621,"H5W261","Yellow",595,"NS",120,"H5W261  :  NS  :  120  (nm)"
"381",80.3606626421452,5.5,400,100,3905.23736923725,"H5W261","Yellow",595,"NS",120,"H5W261  :  NS  :  120  (nm)"
"382",74.3481612586037,5,400,100,4020.92953917955,"H5W261","Yellow",595,"NS",120,"H5W261  :  NS  :  120  (nm)"
"383",90.8717052050623,6.5,400,100,4192.83073984058,"H5W261","Yellow",595,"NS",120,"H5W261  :  NS  :  120  (nm)"
"384",84.4929948204127,6,400,100,4256.63977590702,"H5W261","Yellow",595,"NS",120,"H5W261  :  NS  :  120  (nm)"
"385",103.624190114772,7.5,400,100,4473.57832649188,"H5W261","Yellow",595,"NS",120,"H5W261  :  NS  :  120  (nm)"
"386",95.6761643835616,7,400,100,4374.09573474565,"H5W261","Yellow",595,"NS",120,"H5W261  :  NS  :  120  (nm)"
"387",113.249919265932,8.5,400,100,4553.31360263011,"H5W261","Yellow",595,"NS",120,"H5W261  :  NS  :  120  (nm)"
"388",108.212267401792,8,400,100,4680.87816870423,"H5W261","Yellow",595,"NS",120,"H5W261  :  NS  :  120  (nm)"
"389",123.844897910074,9.5,400,100,3498.4021031917,"H5W261","Yellow",595,"NS",120,"H5W261  :  NS  :  120  (nm)"
"390",118.555129522908,9,400,100,4631.61115913792,"H5W261","Yellow",595,"NS",120,"H5W261  :  NS  :  120  (nm)"
"391",123.363643029992,10,340,100,2786.77958297729,"H6W261","Yellow",595,"NS",200,"H6W261  :  NS  :  200  (nm)"
"392",64.7338534742145,3.5,340,100,1517.68299823681,"H6W261","Yellow",595,"NS",200,"H6W261  :  NS  :  200  (nm)"
"393",55.8774645899016,3,340,100,1215.77907501793,"H6W261","Yellow",595,"NS",200,"H6W261  :  NS  :  200  (nm)"
"394",74.38786954724,4.5,340,100,1994.96924548926,"H6W261","Yellow",595,"NS",200,"H6W261  :  NS  :  200  (nm)"
"395",70.5469569549037,4,340,100,1689.23002046441,"H6W261","Yellow",595,"NS",200,"H6W261  :  NS  :  200  (nm)"
"396",84.0236159504452,5.5,340,100,2182.59086843495,"H6W261","Yellow",595,"NS",200,"H6W261  :  NS  :  200  (nm)"
"397",81.7264058618353,5,340,100,2194.14915388273,"H6W261","Yellow",595,"NS",200,"H6W261  :  NS  :  200  (nm)"
"398",91.054319507051,6.5,340,100,2352.95177678901,"H6W261","Yellow",595,"NS",200,"H6W261  :  NS  :  200  (nm)"
"399",85.9875050727269,6,340,100,2389.18713560443,"H6W261","Yellow",595,"NS",200,"H6W261  :  NS  :  200  (nm)"
"400",101.03720747296,7.5,340,100,2621.6002792113,"H6W261","Yellow",595,"NS",200,"H6W261  :  NS  :  200  (nm)"
"401",96.9226590739282,7,340,100,2390.54437370354,"H6W261","Yellow",595,"NS",200,"H6W261  :  NS  :  200  (nm)"
"402",111.232389336113,8.5,340,100,2636.06969937205,"H6W261","Yellow",595,"NS",200,"H6W261  :  NS  :  200  (nm)"
"403",106.422857254626,8,340,100,2619.56573499622,"H6W261","Yellow",595,"NS",200,"H6W261  :  NS  :  200  (nm)"
"404",118.216617046064,9.5,340,100,2703.97617257258,"H6W261","Yellow",595,"NS",200,"H6W261  :  NS  :  200  (nm)"
"405",113.065464224555,9,340,100,2808.31126208529,"H6W261","Yellow",595,"NS",200,"H6W261  :  NS  :  200  (nm)"
"406",126.60428054425,10,360,100,4624.02643585205,"H4W261","Yellow",595,"NS",300,"H4W261  :  NS  :  300  (nm)"
"407",56.1594936361641,3.5,360,100,3472.82046513831,"H4W261","Yellow",595,"NS",300,"H4W261  :  NS  :  300  (nm)"
"408",51.289536087639,3,360,100,2875.10183300107,"H4W261","Yellow",595,"NS",300,"H4W261  :  NS  :  300  (nm)"
"409",65.5957812268301,4.5,360,100,3917.99625225417,"H4W261","Yellow",595,"NS",300,"H4W261  :  NS  :  300  (nm)"
"410",61.0547040338613,4,360,100,3855.73920821429,"H4W261","Yellow",595,"NS",300,"H4W261  :  NS  :  300  (nm)"
"411",76.630328284915,5.5,360,100,4221.5696501526,"H4W261","Yellow",595,"NS",300,"H4W261  :  NS  :  300  (nm)"
"412",72.1596064002324,5,360,100,4245.25772394114,"H4W261","Yellow",595,"NS",300,"H4W261  :  NS  :  300  (nm)"
"413",87.2920647498302,6.5,360,100,4367.84927989526,"H4W261","Yellow",595,"NS",300,"H4W261  :  NS  :  300  (nm)"
"414",81.8922526378773,6,360,100,4327.85218400818,"H4W261","Yellow",595,"NS",300,"H4W261  :  NS  :  300  (nm)"
"415",96.7856038836642,7.5,360,100,4497.85985346257,"H4W261","Yellow",595,"NS",300,"H4W261  :  NS  :  300  (nm)"
"416",92.1773011855601,7,360,100,4709.45991107913,"H4W261","Yellow",595,"NS",300,"H4W261  :  NS  :  300  (nm)"
"417",108.57643605325,8.5,360,100,4664.12517635329,"H4W261","Yellow",595,"NS",300,"H4W261  :  NS  :  300  (nm)"
"418",105.018069087688,8,360,100,4499.74284195934,"H4W261","Yellow",595,"NS",300,"H4W261  :  NS  :  300  (nm)"
"419",120.310719350264,9.5,360,100,4621.51449345177,"H4W261","Yellow",595,"NS",300,"H4W261  :  NS  :  300  (nm)"
"420",114.883219512195,9,360,100,4619.62876608752,"H4W261","Yellow",595,"NS",300,"H4W261  :  NS  :  300  (nm)"
"421",71.3393196578489,10,360,100,5836.22814559937,"H4W261","UV",405,"",300,"H4W261  :    :  300  (nm)"
"422",31.6217501114248,3.5,360,100,992.117764389594,"H4W261","UV",405,"",300,"H4W261  :    :  300  (nm)"
"423",31.5,3,360,100,2.29644422089336,"H4W261","UV",405,"",300,"H4W261  :    :  300  (nm)"
"424",47.2093743677928,4.5,360,100,3944.9107404641,"H4W261","UV",405,"",300,"H4W261  :    :  300  (nm)"
"425",43.2687400950872,4,360,100,2239.10718900822,"H4W261","UV",405,"",300,"H4W261  :    :  300  (nm)"
"426",51.8849163027656,5.5,360,100,4262.25651380003,"H4W261","UV",405,"",300,"H4W261  :    :  300  (nm)"
"427",52.0983060391347,5,360,100,3624.49758387854,"H4W261","UV",405,"",300,"H4W261  :    :  300  (nm)"
"428",57.3854427666365,6.5,360,100,5391.13982676999,"H4W261","UV",405,"",300,"H4W261  :    :  300  (nm)"
"429",56.5527356893774,6,360,100,4329.50370624509,"H4W261","UV",405,"",300,"H4W261  :    :  300  (nm)"
"430",63.9327940389445,7.5,360,100,5616.70486355535,"H4W261","UV",405,"",300,"H4W261  :    :  300  (nm)"
"431",58.5692779110045,7,360,100,4842.31074276898,"H4W261","UV",405,"",300,"H4W261  :    :  300  (nm)"
"432",66.7111896539502,8.5,360,100,4776.46109449528,"H4W261","UV",405,"",300,"H4W261  :    :  300  (nm)"
"433",64.5012736442594,8,360,100,5773.96464817256,"H4W261","UV",405,"",300,"H4W261  :    :  300  (nm)"
"434",70.4598590356856,9.5,360,100,4217.59700577669,"H4W261","UV",405,"",300,"H4W261  :    :  300  (nm)"
"435",67.4318260235215,9,360,100,4924.15343779946,"H4W261","UV",405,"",300,"H4W261  :    :  300  (nm)"
"436",48.1131318136769,10,385,100,3053.4055519104,"C7W260","UV",405,"",200,"C7W260  :    :  200  (nm)"
"437",62.1428571428571,3.5,385,100,9.32172471151716,"C7W260","UV",405,"",200,"C7W260  :    :  200  (nm)"
"438",42.6285714285714,3,385,100,9.2956263002867,"C7W260","UV",405,"",200,"C7W260  :    :  200  (nm)"
"439",42.3548387096774,4.5,385,100,7.73511752248058,"C7W260","UV",405,"",200,"C7W260  :    :  200  (nm)"
"440",40.4722222222222,4,385,100,8.33146807693009,"C7W260","UV",405,"",200,"C7W260  :    :  200  (nm)"
"441",28.039966847776,5.5,385,100,500.344513571678,"C7W260","UV",405,"",200,"C7W260  :    :  200  (nm)"
"442",19.6424870466321,5,385,100,59.2307593240997,"C7W260","UV",405,"",200,"C7W260  :    :  200  (nm)"
"443",38.8990405117271,6.5,385,100,1408.07798238899,"C7W260","UV",405,"",200,"C7W260  :    :  200  (nm)"
"444",35.1214729119639,6,385,100,1122.7015744743,"C7W260","UV",405,"",200,"C7W260  :    :  200  (nm)"
"445",42.4687998007968,7.5,385,100,2066.72026958766,"C7W260","UV",405,"",200,"C7W260  :    :  200  (nm)"
"446",40.7253739115341,7,385,100,1703.17842430166,"C7W260","UV",405,"",200,"C7W260  :    :  200  (nm)"
"447",45.3365105428623,8.5,385,100,2483.51981578526,"C7W260","UV",405,"",200,"C7W260  :    :  200  (nm)"
"448",44.1054998117261,8,385,100,2281.08411315883,"C7W260","UV",405,"",200,"C7W260  :    :  200  (nm)"
"449",47.0402731506194,9.5,385,100,2916.07400147269,"C7W260","UV",405,"",200,"C7W260  :    :  200  (nm)"
"450",46.4266417910448,9,385,100,2731.75719275284,"C7W260","UV",405,"",200,"C7W260  :    :  200  (nm)"
"451",65.1055914594241,10,390,100,4827.356590271,"E7W260","UV",405,"",-1,"E7W260  :    :  -1  (nm)"
"452",133.260162601626,3.5,390,100,71.882454598599,"E7W260","UV",405,"",-1,"E7W260  :    :  -1  (nm)"
